title_year,genres,director_name,actor_1_name,actor_2_name,actor_3_name,num_critic_for_reviews,gross,budget,num_voted_users,content_rating,imdb_score,aspect_ratio,movie_facebook_likes,duration,genres_cut,genre_['Documentary'],genre_8,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Thriller,War,Western
2014.0,Comedy|Romance,Frank Coraci,Bella Thorne,Adam Sandler,Joel McHale,173.0,46280507.0,40000000.0,87165,PG-13,6.5,1.85,12000,117.0,"['Comedy', 'Romance']",,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006.0,Adventure|Comedy|Drama,Wayne Wang,LL Cool J,Alicia Witt,Timothy Hutton,99.0,38360195.0,45000000.0,21215,PG-13,6.4,2.35,0,112.0,"['Adventure', 'Comedy', 'Drama']",,,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994.0,Action|Adventure|Crime|Thriller,Curtis Hanson,Meryl Streep,Glenn Morshower,William Lucking,42.0,46815748.0,45000000.0,32544,PG-13,6.3,2.35,0,111.0,"['Action', 'Adventure', 'Crime', 'Thriller']",,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1995.0,Drama|Family|Fantasy,Frank Oz,Steve Coogan,Vincent Kartheiser,David Keith,25.0,35617599.0,45000000.0,20688,PG,5.9,1.85,0,96.0,"['Drama', 'Family', 'Fantasy']",,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012.0,Crime|Drama|Thriller,Oliver Stone,Demián Bichir,Shea Whigham,Gary Stretch,339.0,47307550.0,45000000.0,104301,R,6.5,2.35,28000,141.0,"['Crime', 'Drama', 'Thriller']",,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2004.0,Action|Crime|Thriller,David R. Ellis,Richard Burgi,Valerie Cruz,Will Beinbrink,127.0,32003620.0,25000000.0,79141,PG-13,6.5,2.35,2000,94.0,"['Action', 'Crime', 'Thriller']",,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003.0,Action|Adventure|Comedy,Peter Howitt,Kevin McNally,Natalie Imbruglia,Ben Miller,122.0,27972410.0,35000000.0,114692,PG,6.1,1.85,2000,87.0,"['Action', 'Adventure', 'Comedy']",,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006.0,Adventure|Animation|Comedy|Family|Fantasy,John A. Davis,Nicolas Cage,Meryl Streep,Julia Roberts,105.0,28133159.0,50000000.0,30055,PG,5.9,1.85,593,88.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",,,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984.0,Action|Adventure|Sci-Fi,David Lynch,Virginia Madsen,Jürgen Prochnow,José Ferrer,144.0,27400000.0,40000000.0,97087,PG-13,6.6,2.35,11000,177.0,"['Action', 'Adventure', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007.0,Drama|Fantasy|Musical|Romance,Julie Taymor,Jim Sturgess,T.V. Carpio,Robert Clohessy,156.0,24343673.0,45000000.0,91860,PG-13,7.4,2.35,14000,133.0,"['Drama', 'Fantasy', 'Musical', 'Romance']",,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2008.0,Drama|Romance,Sam Mendes,Leonardo DiCaprio,Kate Winslet,Joe Komara,323.0,22877808.0,35000000.0,152591,R,7.3,2.35,0,119.0,"['Drama', 'Romance']",,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006.0,Action|Crime|Drama|Thriller,Richard Donner,Bruce Willis,David Zayas,Sasha Roiz,199.0,36883539.0,52000000.0,112769,PG-13,6.6,2.35,0,102.0,"['Action', 'Crime', 'Drama', 'Thriller']",,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008.0,Action|Adventure|Sci-Fi|Thriller,Mathieu Kassovitz,Vin Diesel,Charlotte Rampling,David Belle,164.0,22531698.0,70000000.0,81523,PG-13,5.6,2.35,0,101.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1996.0,Action|Comedy|Crime|Drama|Thriller,John Gray,Alexa PenaVega,Bob Gunton,Keenen Ivory Wayans,39.0,20400913.0,45000000.0,15455,R,5.3,1.85,451,91.0,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",,,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1996.0,Comedy|Romance|Sci-Fi,Harold Ramis,John de Lancie,Brian Doyle-Murray,Obba Babatundé,43.0,20101861.0,45000000.0,24757,PG-13,6.0,2.35,0,117.0,"['Comedy', 'Romance', 'Sci-Fi']",,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2009.0,Adventure|Comedy|Family|Fantasy|Sci-Fi,John Schultz,Malese Jow,Carter Jenkins,Tim Meadows,82.0,25200412.0,45000000.0,16580,PG,5.4,1.85,916,86.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",,,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2001.0,Crime|Drama|Mystery|Thriller,Sean Penn,Costas Mandylor,Adrien Dorval,Nels Lennarson,150.0,19719930.0,45000000.0,42621,R,6.8,2.35,0,124.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2005.0,Comedy|Musical,Susan Stroman,Jon Lovitz,Will Ferrell,Matthew Broderick,168.0,19377727.0,45000000.0,35140,PG-13,6.4,2.35,0,134.0,"['Comedy', 'Musical']",,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012.0,Action|Sci-Fi,Pete Travis,Wood Harris,Jason Cope,Rakie Ayola,432.0,13401683.0,35000000.0,203461,R,7.1,2.35,46000,95.0,"['Action', 'Sci-Fi']",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1996.0,Action|Adventure|Comedy|Fantasy,Simon Wincer,Cary-Hiroyuki Tagawa,Treat Williams,Kristy Swanson,60.0,17300889.0,45000000.0,27648,PG,4.9,2.35,0,100.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000.0,Drama|Romance|Western,Billy Bob Thornton,Matt Damon,Henry Thomas,Sam Shepard,85.0,15527125.0,57000000.0,11388,PG-13,5.8,2.35,652,220.0,"['Drama', 'Romance', 'Western']",,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1995.0,Biography|Drama|History,Oliver Stone,Anthony Hopkins,Bob Hoskins,Joan Allen,83.0,13560960.0,50000000.0,23996,R,7.1,2.35,915,212.0,"['Biography', 'Drama', 'History']",,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010.0,Mystery|Thriller,Roman Polanski,Jim Belushi,Olivia Williams,Timothy Hutton,343.0,15523168.0,45000000.0,132423,PG-13,7.2,2.35,15000,128.0,"['Mystery', 'Thriller']",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1998.0,Action|Adventure|Horror|Sci-Fi,Stephen Sommers,Djimon Hounsou,Jason Flemyng,Wes Studi,106.0,11146409.0,45000000.0,26551,R,6.0,2.35,0,106.0,"['Action', 'Adventure', 'Horror', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2008.0,Action|Crime|Drama|Thriller|War,Spike Lee,Joseph Gordon-Levitt,Omari Hardwick,Laz Alonso,158.0,7916887.0,45000000.0,15697,R,6.0,2.35,0,160.0,"['Action', 'Crime', 'Drama', 'Thriller', 'War']",,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2006.0,Drama|Romance,Yimou Zhang,Li Gong,Ye Liu,Man Li,189.0,6565495.0,45000000.0,36455,R,7.0,2.35,0,114.0,"['Drama', 'Romance']",,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008.0,Action|Crime|Thriller,Danny Pang,Nicolas Cage,Charlie Yeung,James With,125.0,15279680.0,40000000.0,48245,R,5.4,1.85,0,99.0,"['Action', 'Crime', 'Thriller']",,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2002.0,Comedy|Crime|Thriller,Barry Sonnenfeld,Zooey Deschanel,Janeane Garofalo,Omar Epps,87.0,7262288.0,40000000.0,17307,PG-13,6.5,1.85,892,74.0,"['Comedy', 'Crime', 'Thriller']",,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2007.0,Drama|Romance,Mike Newell,Marcela Mar,Giovanna Mezzogiorno,Unax Ugalde,115.0,4584886.0,45000000.0,19114,R,6.4,2.35,0,139.0,"['Drama', 'Romance']",,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,Drama|Fantasy|Horror|Mystery,0,Pierre Perrier,Clotilde Hesme,Céline Sallette,23.0,0.0,0.0,15762,TV-MA,8.3,16.0,17000,52.0,"['Drama', 'Fantasy', 'Horror', 'Mystery']",,,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1997.0,Action|Thriller,George P. Cosmatos,Sam Waterston,Ben Gazzara,Nicholas Turturro,24.0,2154540.0,45000000.0,3803,R,4.9,2.35,68,103.0,"['Action', 'Thriller']",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011.0,Action|Adventure|Comedy|Crime,Oliver Parker,Daniel Kaluuya,Tim McInnerny,Togo Igawa,152.0,8129455.0,45000000.0,89568,PG,6.3,2.35,17000,101.0,"['Action', 'Adventure', 'Comedy', 'Crime']",,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012.0,Action|Animation|Comedy|Family|Fantasy,Lawrence Kasanoff,Jerry Stiller,Larry Miller,Harvey Fierstein,12.0,0.0,65000000.0,4377,PG,1.7,0.0,0,91.0,"['Action', 'Animation', 'Comedy', 'Family', 'Fantasy']",,,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012.0,Biography|Drama|History|Thriller,Ben Affleck,Clea DuVall,Scoot McNairy,Tate Donovan,656.0,136019448.0,44500000.0,452465,R,7.7,2.35,89000,130.0,"['Biography', 'Drama', 'History', 'Thriller']",,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1993.0,Action|Adventure|Crime|Drama|Mystery|Thriller,Andrew Davis,Harrison Ford,Daniel Roebuck,Sela Ward,119.0,183875760.0,44000000.0,213668,PG-13,7.8,1.85,0,130.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",,,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2010.0,Action|Comedy|Romance,Andy Tennant,Gerard Butler,Dorian Missick,Peter Greene,161.0,67061228.0,40000000.0,96565,PG-13,5.5,2.35,0,110.0,"['Action', 'Comedy', 'Romance']",,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1996.0,Crime|Drama|Thriller,Barry Levinson,Robert De Niro,Brad Pitt,Minnie Driver,73.0,53300852.0,44000000.0,154487,R,7.5,2.35,0,147.0,"['Crime', 'Drama', 'Thriller']",,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1985.0,Action|Adventure|Thriller|War,George P. Cosmatos,Sylvester Stallone,Julia Nickson,Martin Kove,96.0,150415432.0,44000000.0,117606,R,6.4,2.35,0,96.0,"['Action', 'Adventure', 'Thriller', 'War']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1996.0,Drama|Thriller,Brian Gibson,Joseph Gordon-Levitt,Demi Moore,Anne Heche,28.0,44834712.0,44000000.0,13995,R,5.6,2.35,353,118.0,"['Drama', 'Thriller']",,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1940.0,Animation|Family|Fantasy|Musical,Norman Ferguson,Mel Blanc,Dickie Jones,Cliff Edwards,105.0,84300000.0,2600000.0,90360,Approved,7.5,1.37,0,88.0,"['Animation', 'Family', 'Fantasy', 'Musical']",,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1980.0,Adventure|Drama|Western,Michael Cimino,Jeff Bridges,Sam Waterston,Isabelle Huppert,102.0,1500000.0,44000000.0,9830,R,6.8,2.35,1000,325.0,"['Adventure', 'Drama', 'Western']",,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Len Wiseman,Sophia Myles,Tony Curran,Derek Jacobi,206.0,62318875.0,50000000.0,156225,R,6.8,2.35,0,102.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2015.0,Drama|Horror|Sci-Fi|Thriller,Paul McGuigan,Daniel Radcliffe,Spencer Wilding,Daniel Mays,159.0,5773519.0,40000000.0,28618,PG-13,6.0,2.35,11000,110.0,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2000.0,Drama,Gus Van Sant,F. Murray Abraham,Rob Brown,Michael Nouri,137.0,51768623.0,43000000.0,73006,PG-13,7.3,2.35,0,136.0,['Drama'],,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000.0,Comedy|Drama,Betty Thomas,Steve Buscemi,Viggo Mortensen,Elizabeth Perkins,116.0,37035515.0,43000000.0,34597,PG-13,6.0,1.37,0,103.0,"['Comedy', 'Drama']",,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005.0,Action|Crime|Drama|Thriller,Louis Leterrier,Morgan Freeman,Jet Li,Bob Hoskins,177.0,24520892.0,45000000.0,85198,R,7.0,2.35,0,103.0,"['Action', 'Crime', 'Drama', 'Thriller']",,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2002.0,Comedy|Romance,Roger Kumble,Judith Chapman,Lillian Adams,Chelsea Bond,99.0,24430272.0,43000000.0,46158,R,5.1,1.85,0,90.0,"['Comedy', 'Romance']",,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1993.0,Drama|Mystery|Thriller,Sydney Pollack,Tom Cruise,Holly Hunter,Wilford Brimley,56.0,158348400.0,42000000.0,88844,R,6.8,1.85,0,154.0,"['Drama', 'Mystery', 'Thriller']",,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2010.0,Drama|Fantasy|Romance,Burr Steers,Augustus Prew,Charlie Tahan,Valerie Tian,117.0,31136950.0,44000000.0,47364,PG-13,6.5,2.35,0,99.0,"['Drama', 'Fantasy', 'Romance']",,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011.0,Action|Crime|Thriller,Simon West,Jason Statham,Tony Goldwyn,Mini Anden,252.0,29113588.0,40000000.0,117999,R,6.6,2.35,16000,93.0,"['Action', 'Crime', 'Thriller']",,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012.0,Action|Comedy|Crime,Phil Lord,Channing Tatum,Dax Flame,Rob Riggle,375.0,138447667.0,42000000.0,408302,R,7.2,2.35,39000,109.0,"['Action', 'Comedy', 'Crime']",,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999.0,Comedy|Drama|Romance,Roger Michell,Julia Roberts,Clarke Peters,Dylan Moran,150.0,116006080.0,42000000.0,203269,PG-13,7.0,2.35,11000,124.0,"['Comedy', 'Drama', 'Romance']",,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2000.0,Adventure|Animation|Comedy|Drama|Family,Peter Lord,Imelda Staunton,Miranda Richardson,Julia Sawalha,187.0,106793915.0,45000000.0,140499,G,7.0,1.85,0,84.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family']",,,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004.0,Comedy|Romance,John Hamburg,Philip Seymour Hoffman,Masi Oka,Debra Messing,108.0,87856565.0,42000000.0,106909,PG-13,5.9,1.85,0,90.0,"['Comedy', 'Romance']",,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1992.0,Comedy|Drama|Romance,Reginald Hudlin,John Witherspoon,Eartha Kitt,Geoffrey Holder,21.0,70100000.0,40000000.0,20183,R,5.4,1.85,0,117.0,"['Comedy', 'Drama', 'Romance']",,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013.0,Action|Comedy|Crime,Paul Feig,Michael Rapaport,William Xifaras,Demián Bichir,270.0,159578352.0,43000000.0,133177,R,6.6,2.35,24000,123.0,"['Action', 'Comedy', 'Crime']",,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.0,Biography|Drama|History|Romance,Joseph L. Mankiewicz,Martin Landau,Richard Burton,Roddy McDowall,72.0,57750000.0,31115000.0,21554,Approved,7.0,2.2,0,251.0,"['Biography', 'Drama', 'History', 'Romance']",,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012.0,Action|Comedy|Sport,Frank Coraci,Salma Hayek,Reggie Lee,Charice,154.0,45290318.0,42000000.0,74169,PG,6.5,1.85,17000,105.0,"['Action', 'Comedy', 'Sport']",,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2002.0,Crime|Drama|Mystery|Thriller,Carl Franklin,Morgan Freeman,Adam Scott,Bruce Davison,114.0,41543207.0,42000000.0,30077,PG-13,6.3,2.35,893,115.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1996.0,Comedy|Drama|Romance,Barbra Streisand,Jeff Bridges,Austin Pendleton,Mimi Rogers,27.0,41252428.0,42000000.0,11453,PG-13,6.5,1.85,0,122.0,"['Comedy', 'Drama', 'Romance']",,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2002.0,Drama|Horror|Mystery|Thriller,Mark Pellington,Debra Messing,Will Patton,David Eigenberg,166.0,35228696.0,32000000.0,63677,PG-13,6.5,2.35,0,119.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2009.0,Comedy,Larry Charles,Bono,Elton John,Slash,288.0,59992760.0,42000000.0,119622,R,5.8,1.85,0,81.0,['Comedy'],,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989.0,Action|Adventure|Thriller,John Glen,Robert Davi,Talisa Soto,Anthony Zerbe,117.0,34667015.0,32000000.0,74009,PG-13,6.6,2.35,0,133.0,"['Action', 'Adventure', 'Thriller']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011.0,Fantasy|Horror|Mystery|Thriller,Catherine Hardwicke,Gary Oldman,Billy Burke,Virginia Madsen,291.0,37652565.0,42000000.0,91151,PG-13,5.4,2.35,20000,100.0,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2001.0,Action|Crime|Drama|Thriller,John Herzfeld,Robert De Niro,Charlize Theron,Kelsey Grammer,151.0,24375436.0,42000000.0,42547,R,6.1,2.35,748,120.0,"['Action', 'Crime', 'Drama', 'Thriller']",,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1993.0,Adventure|Comedy|Family|Fantasy|Sci-Fi,Annabel Jankel,Bob Hoskins,Fisher Stevens,Fiona Shaw,36.0,20915465.0,42000000.0,38203,PG,4.0,1.85,0,104.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",,,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005.0,Crime|Drama|Thriller,Andrew Niccol,Nicolas Cage,Jeremy Crutchley,Jared Burke,168.0,24127895.0,50000000.0,248123,R,7.6,2.35,10000,122.0,"['Crime', 'Drama', 'Thriller']",,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2002.0,Action|Adventure|History,Yimou Zhang,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,283.0,84961.0,31000000.0,149414,PG-13,7.9,2.35,0,80.0,"['Action', 'Adventure', 'History']",,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012.0,Action|Comedy|Crime|Romance|Thriller,Julie Anne Robinson,Fisher Stevens,Debbie Reynolds,Patrick Fischler,127.0,26404753.0,40000000.0,34203,PG-13,5.3,2.35,19000,91.0,"['Action', 'Comedy', 'Crime', 'Romance', 'Thriller']",,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2014.0,Comedy,Evan Goldberg,James Franco,Randall Park,Anders Holm,293.0,6105175.0,44000000.0,247020,R,6.6,2.35,50000,112.0,['Comedy'],,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010.0,Action|Fantasy|Western,Sngmoo Lee,Tony Cox,Dong-gun Jang,Jed Brophy,95.0,5664251.0,45000000.0,22309,R,6.3,2.35,0,100.0,"['Action', 'Fantasy', 'Western']",,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,Comedy|War,0,Tim Conway,Gavin MacLeod,Bob Hastings,4.0,0.0,0.0,1558,TV-G,7.5,4.0,455,30.0,"['Comedy', 'War']",,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009.0,Action|Comedy|Crime,Jean-Pierre Jeunet,Omar Sy,Dany Boon,André Dussollier,213.0,1260917.0,27000000.0,24657,R,7.2,2.35,0,105.0,"['Action', 'Comedy', 'Crime']",,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002.0,Drama|Music,Curtis Hanson,Mekhi Phifer,Omar Benson Miller,Evan Jones,119.0,116724075.0,41000000.0,187181,R,7.0,2.35,0,110.0,"['Drama', 'Music']",,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015.0,Adventure|Animation|Comedy|Family,Jamel Debbouze,Jamel Debbouze,Youssef Hajdi,Mélissa Theuriau,9.0,0.0,0.0,590,0,4.9,0.0,161,101.0,"['Adventure', 'Animation', 'Comedy', 'Family']",,,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001.0,Action|Adventure|Romance,Brian Helgeland,Heath Ledger,Rufus Sewell,Bérénice Bejo,167.0,56083966.0,65000000.0,137003,PG-13,6.9,2.35,0,144.0,"['Action', 'Adventure', 'Romance']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2003.0,Action|Comedy|Fantasy,Gordon Chan,Julian Sands,Lee Evans,Anthony Chau-Sang Wong,98.0,22108977.0,41000000.0,29861,PG-13,5.2,2.35,505,108.0,"['Action', 'Comedy', 'Fantasy']",,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999.0,Drama|Mystery|Thriller,M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Olivia Williams,234.0,293501675.0,40000000.0,704766,PG-13,8.1,1.85,14000,107.0,"['Drama', 'Mystery', 'Thriller']",,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2012.0,Action|Crime|Thriller,Asger Leth,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron,258.0,18600911.0,42000000.0,125198,PG-13,6.6,2.35,11000,102.0,"['Action', 'Crime', 'Thriller']",,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011.0,Comedy,David Frankel,Joel McHale,Kevin Pollak,JoBeth Williams,108.0,7204138.0,41000000.0,34809,PG,6.2,2.35,11000,100.0,['Comedy'],,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984.0,Action|Drama|Family|Sport,John G. Avildsen,Martin Kove,William Zabka,William Bassett,81.0,90800000.0,8000000.0,126907,PG,7.2,1.85,0,126.0,"['Action', 'Drama', 'Family', 'Sport']",,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013.0,Crime|Drama,David O. Russell,Jennifer Lawrence,Christian Bale,Bradley Cooper,538.0,150117807.0,40000000.0,358416,R,7.3,2.35,63000,138.0,"['Crime', 'Drama']",,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009.0,Comedy|Drama|Romance,Anne Fletcher,Ryan Reynolds,Denis O'Hare,Craig T. Nelson,224.0,163947053.0,40000000.0,227824,PG-13,6.7,2.35,10000,108.0,"['Comedy', 'Drama', 'Romance']",,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
